source_folder,customer_id,profile,priority,items,payment_method,arrival_time_s,service_start_s,service_end_s,wait_time_s,service_time_s,total_time_s,arrival_hour,total_revenue_clp,cart_categories,cart_category_revenue_clp,cart_items,total_profit_clp,cart_category_profit_clp,lane_name,lane_type,queue_request_priority,patience_s,outcome,balk_reason,abandon_reason,effective_queue_length
Week-01-Day-02,39,deal_hunter,no_priority,12,card,2074.3346627322207,2074.3346627322207,2122.630224083045,0.0,48.29556135082428,48.2955613508243,8,0,,,12,1600,,REG-2,regular,no_priority,954.5534790309954,served,,,0
Week-01-Day-02,42,express_basket,pregnant,4,card,2179.03046863489,2179.03046863489,2241.79389918199,0.0,62.76343054710032,62.76343054710014,8,0,,,4,2277,,REG-4,regular,pregnant,142.6173945939697,served,,,0
Week-01-Day-02,41,regular,no_priority,26,cash,2174.038950706781,2174.038950706781,2274.2843622424402,0.0,100.24541153565912,100.24541153565906,8,0,,,26,7032,,REG-3,regular,no_priority,1074.9817693934199,served,,,0
Week-01-Day-02,40,deal_hunter,no_priority,23,card,2157.7508117335965,2157.7508117335965,2280.3620640710237,0.0,122.61125233742729,122.61125233742723,8,0,,,23,5680,,REG-2,regular,no_priority,65.93466264097857,served,,,0
Week-01-Day-02,45,express_basket,no_priority,12,card,2237.162501751398,2237.162501751398,2310.010702664878,0.0,72.8482009134802,72.84820091348001,8,0,,,12,2808,,REG-7,regular,no_priority,77.730154595511,served,,,0
Week-01-Day-02,38,family_cart,no_priority,83,cash,2062.1004725159146,2062.1004725159146,2359.2482690321353,0.0,297.1477965162207,297.14779651622075,8,0,,,83,17840,,REG-1,regular,no_priority,2392.8908232101185,served,,,0
Week-01-Day-02,43,weekly_planner,no_priority,89,card,2196.109676121221,2196.109676121221,2491.2534396025903,0.0,295.14376348136943,295.1437634813692,8,0,,,89,26143,,REG-5,regular,no_priority,504.4336618569515,served,,,0
Week-01-Day-02,46,regular,no_priority,33,card,2355.431875832397,2355.431875832397,2523.6903692454357,0.0,168.25849341303876,168.25849341303865,8,0,,,33,8198,,REG-2,regular,no_priority,713.4413949377854,served,,,0
Week-01-Day-02,48,express_basket,senior,3,card,2502.4750354873213,2502.4750354873213,2573.99270984665,0.0,71.51767435932862,71.5176743593288,8,0,,,3,487,,REG-3,regular,senior,164.12814863278288,served,,,0
Week-01-Day-02,47,family_cart,no_priority,39,card,2423.764993528941,2423.764993528941,2635.2897214726445,0.0,211.5247279437036,211.5247279437035,8,0,,,39,12736,,REG-1,regular,no_priority,1496.000499124769,served,,,0
Week-01-Day-02,49,family_cart,no_priority,68,card,2554.6389896022265,2554.6389896022265,2649.9621154766073,0.0,95.32312587438099,95.32312587438082,8,0,,,68,22798,,REG-2,regular,no_priority,336.74014201184934,served,,,0
Week-01-Day-02,51,regular,no_priority,58,card,2586.837096744599,2586.837096744599,2752.6722957621987,0.0,165.8351990175995,165.83519901759973,8,0,,,58,16204,,REG-4,regular,no_priority,1702.2840641804296,served,,,0
Week-01-Day-02,44,weekly_planner,no_priority,137,card,2222.626403238555,2222.626403238555,2784.878341527702,0.0,562.251938289147,562.2519382891469,8,0,,,137,38902,,REG-6,regular,no_priority,246.97820471038688,served,,,0
Week-01-Day-02,50,weekly_planner,no_priority,57,cash,2575.271902477107,2575.271902477107,2807.9654778004965,0.0,232.69357532338967,232.69357532338972,8,0,,,57,13793,,REG-3,regular,no_priority,78.72213144833485,served,,,0
Week-01-Day-02,54,self_checkout_fan,no_priority,6,card,2775.677359686466,2775.677359686466,2827.1933619424312,0.0,51.516002255965155,51.516002255965304,8,0,,,6,1965,,REG-4,regular,no_priority,187.8548683597135,served,,,0
Week-01-Day-02,56,self_checkout_fan,no_priority,10,card,2824.5593524059914,2824.5593524059914,2880.69374752006,0.0,56.134395114068404,56.13439511406841,8,0,,,10,3304,,REG-5,regular,no_priority,57.91630737112314,served,,,0
Week-01-Day-02,53,family_cart,pregnant,43,cash,2713.813401084859,2713.813401084859,2892.191972059451,0.0,178.37857097459204,178.3785709745921,8,0,,,43,9272,,REG-2,regular,pregnant,96.59981040263686,served,,,0
Week-01-Day-02,57,express_basket,senior,4,card,2884.5510154915683,2884.5510154915683,2956.358258321185,0.0,71.80724282961667,71.80724282961683,8,0,,,4,1772,,REG-4,regular,senior,75.97525075162072,served,,,0
Week-01-Day-02,55,regular,no_priority,64,card,2809.2705861053073,2809.2705861053073,2977.440740265393,0.0,168.17015416008542,168.17015416008553,8,0,,,64,19977,,REG-3,regular,no_priority,459.9687954062052,served,,,0
Week-01-Day-02,58,express_basket,no_priority,11,card,2943.3846166804287,2943.3846166804287,3041.5529404171493,0.0,98.16832373672037,98.1683237367206,8,0,,,11,2395,,REG-2,regular,no_priority,120.17570556414061,served,,,0
Week-01-Day-02,52,weekly_planner,no_priority,69,card,2707.2871734590117,2707.2871734590117,3043.021397152602,0.0,335.73422369359014,335.73422369359014,8,0,,,69,16650,,REG-1,regular,no_priority,1067.5478058338776,served,,,0
Week-01-Day-02,59,regular,no_priority,26,card,2964.9911864933783,2964.9911864933783,3091.0374239900584,0.0,126.04623749668008,126.04623749668008,8,0,,,26,8401,,REG-4,regular,no_priority,1467.4865420299298,served,,,0
Week-01-Day-02,62,express_basket,no_priority,5,card,3129.1248552079305,3129.1248552079305,3192.4412515389645,0.0,63.31639633103395,63.31639633103396,8,0,,,5,1366,,REG-1,regular,no_priority,202.1212979288544,served,,,0
Week-01-Day-02,63,regular,no_priority,15,card,3197.1016002521756,3197.1016002521756,3285.7379307886686,0.0,88.63633053649279,88.636330536493,8,0,,,15,3515,,REG-1,regular,no_priority,559.2217149054615,served,,,0
Week-01-Day-02,60,family_cart,no_priority,68,card,3001.2369493522456,3001.2369493522456,3289.9785147917733,0.0,288.74156543952785,288.7415654395277,8,0,,,68,20723,,REG-3,regular,no_priority,543.1265850997232,served,,,0
Week-01-Day-02,61,weekly_planner,no_priority,76,cash,3010.9252285922485,3010.9252285922485,3294.151146326269,0.0,283.2259177340207,283.22591773402064,8,0,,,76,22060,,REG-5,regular,no_priority,365.8564720169439,served,,,0
Week-01-Day-02,65,deal_hunter,no_priority,6,card,3359.5249816263167,3359.5249816263167,3428.1344706731443,0.0,68.60948904682746,68.60948904682755,8,0,,,6,2777,,REG-1,regular,no_priority,150.7637299539507,served,,,0
Week-01-Day-02,64,weekly_planner,no_priority,60,card,3253.6880856606913,3253.6880856606913,3540.5283091087445,0.0,286.84022344805317,286.84022344805317,8,0,,,60,13435,,REG-2,regular,no_priority,1064.007489470429,served,,,0
Week-01-Day-02,66,family_cart,no_priority,59,cash,3467.5904470903843,3467.5904470903843,3646.6144200358076,0.0,179.02397294542357,179.02397294542334,8,0,,,59,20527,,REG-1,regular,no_priority,1311.1647585890187,served,,,0
Week-01-Day-02,69,express_basket,no_priority,13,cash,3612.9221860566468,3612.9221860566468,3662.667497574501,0.0,49.74531151785405,49.745311517854134,9,0,,,13,3991,,REG-4,regular,no_priority,241.0054021043592,served,,,0
Week-01-Day-02,67,deal_hunter,no_priority,45,card,3564.447490549195,3564.447490549195,3751.599203340185,0.0,187.1517127909896,187.15171279098968,8,0,,,45,12178,,REG-2,regular,no_priority,277.86436652509155,served,,,0
Week-01-Day-02,71,weekly_planner,no_priority,58,card,3676.0203870023943,3676.0203870023943,3776.28954901813,0.0,100.2691620157355,100.26916201573567,9,0,,,58,21180,,REG-4,regular,no_priority,284.4248595841594,served,,,0
Week-01-Day-02,74,deal_hunter,no_priority,2,cash,3768.178599890096,3768.178599890096,3811.1346278171372,0.0,42.95602792704134,42.956027927041305,9,0,,,2,0,,REG-2,regular,no_priority,319.04159378550173,served,,,0
Week-01-Day-02,73,deal_hunter,no_priority,18,cash,3726.3034076091208,3726.3034076091208,3817.9971338698138,0.0,91.69372626069294,91.69372626069298,9,0,,,18,4815,,REG-6,regular,no_priority,14.179458184765686,served,,,0
Week-01-Day-02,70,regular,no_priority,33,card,3661.564681733573,3661.564681733573,3827.046723800053,0.0,165.4820420664799,165.48204206648006,9,0,,,33,5100,,REG-1,regular,no_priority,120.59832832760046,served,,,0
Week-01-Day-02,72,family_cart,no_priority,74,cash,3710.784886553254,3710.784886553254,3881.2142588279407,0.0,170.42937227468673,170.42937227468656,9,0,,,74,20833,,REG-5,regular,no_priority,771.2816603731395,served,,,0
Week-01-Day-02,77,express_basket,no_priority,7,card,3843.276159193556,3843.276159193556,3896.166790671964,0.0,52.89063147840793,52.89063147840807,9,0,,,7,3245,,REG-1,regular,no_priority,28.339701990080695,served,,,0
Week-01-Day-02,68,family_cart,no_priority,60,card,3595.925370985602,3595.925370985602,3906.5904908418224,0.0,310.6651198562204,310.6651198562204,8,0,,,60,20289,,REG-3,regular,no_priority,545.6816955474876,served,,,0
Week-01-Day-02,75,regular,no_priority,40,cash,3792.0200684122465,3792.0200684122465,3935.1562689709112,0.0,143.13620055866457,143.13620055866477,9,0,,,40,10527,,REG-4,regular,no_priority,639.9407867965085,served,,,0
Week-01-Day-02,76,weekly_planner,no_priority,31,card,3813.5345154592724,3813.5345154592724,3963.3685183782513,0.0,149.83400291897888,149.83400291897897,9,0,,,31,13364,,REG-2,regular,no_priority,167.03034390212116,served,,,0
Week-01-Day-02,78,deal_hunter,no_priority,8,card,3888.315903097784,3888.315903097784,3976.071749050787,0.0,87.75584595300299,87.75584595300279,9,0,,,8,3226,,REG-5,regular,no_priority,128.76188107487238,served,,,0
Week-01-Day-02,80,self_checkout_fan,no_priority,3,card,3970.092671038321,3970.092671038321,4038.0207676540126,0.0,67.92809661569181,67.92809661569163,9,0,,,3,273,,REG-2,regular,no_priority,1943.9859931097976,served,,,0
Week-01-Day-02,79,regular,no_priority,13,card,3909.0148422210514,3909.0148422210514,4038.829993316761,0.0,129.81515109570975,129.81515109570955,9,0,,,13,4641,,REG-1,regular,no_priority,532.1544905307983,served,,,0
Week-01-Day-02,81,self_checkout_fan,no_priority,7,card,4009.2341544787123,4009.2341544787123,4074.2573835914764,0.0,65.02322911276408,65.02322911276406,9,0,,,7,2053,,REG-3,regular,no_priority,327.18952772377213,served,,,0
Week-01-Day-02,83,express_basket,no_priority,10,card,4071.034815826577,4071.034815826577,4127.089341286145,0.0,56.05452545956781,56.05452545956814,9,0,,,10,3874,,REG-2,regular,no_priority,131.89957865754775,served,,,0
Week-01-Day-02,84,weekly_planner,senior,30,card,4072.973296224445,4072.973296224445,4133.770881544826,0.0,60.79758532038045,60.797585320380676,9,0,,,30,12352,,REG-4,regular,senior,136.05959741483858,served,,,0
Week-01-Day-02,86,express_basket,no_priority,4,card,4090.9837960732402,4090.9837960732402,4151.1464561095145,0.0,60.16266003627444,60.16266003627425,9,0,,,4,2175,,REG-5,regular,no_priority,166.65559661935922,served,,,0
Week-01-Day-02,87,express_basket,no_priority,2,card,4110.578188014573,4110.578188014573,4155.113170297407,0.0,44.534982282833475,44.53498228283388,9,0,,,2,0,,REG-6,regular,no_priority,642.5947444785324,served,,,0
Week-01-Day-02,88,express_basket,no_priority,13,card,4117.193694097536,4117.193694097536,4173.078453628027,0.0,55.88475953049132,55.884759530491465,9,0,,,13,4923,,REG-7,regular,no_priority,33.69159616047882,served,,,0
Week-01-Day-02,85,express_basket,no_priority,11,card,4081.987988991117,4081.987988991117,4207.537067789578,0.0,125.54907879846068,125.54907879846087,9,0,,,11,4311,,REG-3,regular,no_priority,14.606967881169796,served,,,0
Week-01-Day-02,90,express_basket,no_priority,2,card,4241.210791784855,4241.210791784855,4277.45849861962,0.0,36.24770683476429,36.24770683476436,9,0,,,2,241,,REG-3,regular,no_priority,114.47304841280348,served,,,0
Week-01-Day-02,89,express_basket,no_priority,23,card,4211.396188565501,4211.396188565501,4303.548700976535,0.0,92.15251241103394,92.15251241103397,9,0,,,23,4878,,REG-2,regular,no_priority,41.589873402656615,served,,,0
Week-01-Day-02,92,self_checkout_fan,no_priority,4,card,4271.133956412596,4271.133956412596,4316.050354808108,0.0,44.91639839551225,44.91639839551226,9,0,,,4,2213,,REG-5,regular,no_priority,12.526782261982811,served,,,0
Week-01-Day-02,94,express_basket,no_priority,6,card,4285.519735400972,4285.519735400972,4318.964444850212,0.0,33.44470944923973,33.44470944923978,9,0,,,6,0,,REG-6,regular,no_priority,232.45042607838917,served,,,0
Week-01-Day-02,95,express_basket,senior,8,card,4289.607228127934,4289.607228127934,4359.5791900105605,0.0,69.97196188262683,69.9719618826266,9,0,,,8,2252,,REG-7,regular,senior,23.255243894304797,served,,,0
Week-01-Day-02,96,regular,no_priority,34,card,4298.576707344859,4298.576707344859,4360.8669012000455,0.0,62.29019385518702,62.29019385518677,9,0,,,34,11771,,REG-8,regular,no_priority,223.55129597372746,served,,,0
Week-01-Day-02,82,family_cart,no_priority,78,cash,4068.6664071698906,4068.6664071698906,4366.17030298489,0.0,297.5038958149996,297.50389581499985,9,0,,,78,22743,,REG-1,regular,no_priority,181.26174426390023,served,,,0
Week-01-Day-02,97,express_basket,senior,3,card,4398.268265842751,4398.268265842751,4446.019903269885,0.0,47.751637427133154,47.75163742713357,9,0,,,3,0,,REG-1,regular,senior,1.3637692841222169,served,,,0
Week-01-Day-02,98,deal_hunter,no_priority,28,card,4498.841449941261,4498.841449941261,4564.975534616962,0.0,66.13408467570109,66.13408467570116,9,0,,,28,5674,,REG-1,regular,no_priority,86.67716434125263,served,,,0
Week-01-Day-02,100,express_basket,no_priority,1,cash,4587.613543217216,4587.613543217216,4624.264007339474,0.0,36.650464122258306,36.6504641222582,9,0,,,1,1183,,REG-1,regular,no_priority,59.79225401624649,served,,,0
Week-01-Day-02,93,weekly_planner,no_priority,60,card,4279.602781494446,4279.602781494446,4628.23432468466,0.0,348.63154319021424,348.63154319021396,9,0,,,60,18962,,REG-3,regular,no_priority,56.482272614863916,served,,,0
Week-01-Day-02,103,express_basket,no_priority,1,card,4611.528120290786,4611.528120290786,4648.083616365106,0.0,36.555496074319706,36.55549607431931,9,0,,,1,1077,,REG-7,regular,no_priority,130.81464102617844,served,,,0
Week-01-Day-02,99,regular,senior,25,card,4548.969343823541,4548.969343823541,4651.732987269595,0.0,102.76364344605373,102.76364344605372,9,0,,,25,7526,,REG-2,regular,senior,1631.2511025484835,served,,,0
Week-01-Day-02,102,deal_hunter,no_priority,8,card,4605.712726844868,4605.712726844868,4659.798482258881,0.0,54.085755414014,54.085755414013875,9,0,,,8,896,,REG-6,regular,no_priority,14.665349663507794,served,,,0
Week-01-Day-02,91,weekly_planner,senior,109,cash,4253.326477682298,4253.326477682298,4667.3664091912215,0.0,414.0399315089234,414.0399315089235,9,0,,,109,28597,,REG-4,regular,senior,314.10401855268725,served,,,0
Week-01-Day-02,101,express_basket,no_priority,8,card,4602.919443589948,4602.919443589948,4672.880840019066,0.0,69.96139642911865,69.9613964291184,9,0,,,8,2800,,REG-5,regular,no_priority,80.51505882882127,served,,,0
Week-01-Day-02,106,self_checkout_fan,no_priority,5,card,4825.932901340835,4825.932901340835,4852.782695053622,0.0,26.849793712787058,26.849793712786777,9,0,,,5,4369,,REG-3,regular,no_priority,137.79213573601103,served,,,0
Week-01-Day-02,108,express_basket,no_priority,1,card,4845.724408468304,4845.724408468304,4879.518285361445,0.0,33.793876893141,33.793876893140805,9,0,,,1,0,,REG-5,regular,no_priority,349.9214469656722,served,,,0
Week-01-Day-02,104,family_cart,no_priority,60,card,4696.377562170965,4696.377562170965,4898.293627458959,0.0,201.9160652879943,201.91606528799457,9,0,,,60,17216,,REG-1,regular,no_priority,632.8048130699959,served,,,0
Week-01-Day-02,110,regular,no_priority,16,card,4885.980731539392,4885.980731539392,4917.860796450715,0.0,31.880064911322417,31.880064911322734,9,0,,,16,9940,,REG-5,regular,no_priority,104.73662764776792,served,,,0
Week-01-Day-02,112,express_basket,no_priority,2,card,4899.012925885683,4899.012925885683,4931.8937374194475,0.0,32.88081153376409,32.880811533764245,9,0,,,2,541,,REG-1,regular,no_priority,171.22670080586533,served,,,0
Week-01-Day-02,109,regular,senior,23,cash,4857.419609632903,4857.419609632903,4932.082883147335,0.0,74.66327351443184,74.66327351443215,9,0,,,23,4586,,REG-3,regular,senior,706.4889037947231,served,,,0
Week-01-Day-02,111,regular,no_priority,10,card,4898.0556153198995,4898.0556153198995,4964.554236163141,0.0,66.49862084324137,66.49862084324104,9,0,,,10,2426,,REG-6,regular,no_priority,21.27731591074132,served,,,0
Week-01-Day-02,114,regular,no_priority,22,card,4948.482820269834,4948.482820269834,5003.715659662285,0.0,55.23283939245172,55.23283939245175,9,0,,,22,8973,,REG-1,regular,no_priority,1079.49026470971,served,,,0
Week-01-Day-02,113,regular,no_priority,33,card,4908.563182552418,4908.563182552418,5056.336879764115,0.0,147.77369721169725,147.77369721169725,9,0,,,33,11313,,REG-7,regular,no_priority,494.4304636556281,served,,,0
Week-01-Day-02,116,express_basket,no_priority,1,card,5054.958183815041,5054.958183815041,5077.687631843002,0.0,22.729448027961727,22.729448027961553,9,0,,,1,1539,,REG-3,regular,no_priority,744.5607301433972,served,,,0
Week-01-Day-02,107,weekly_planner,no_priority,63,card,4827.714284436006,4827.714284436006,5097.14082133293,0.0,269.42653689692366,269.4265368969236,9,0,,,63,20203,,REG-4,regular,no_priority,1140.705083601072,served,,,0
Week-01-Day-02,118,express_basket,no_priority,5,card,5106.896710947476,5106.896710947476,5126.5932302493375,0.0,19.696519301861326,19.696519301861372,9,0,,,5,2121,,REG-3,regular,no_priority,64.63363534333115,served,,,0
Week-01-Day-02,105,weekly_planner,no_priority,78,card,4771.038850144927,4771.038850144927,5142.970639575796,0.0,371.93178943086895,371.9317894308688,9,0,,,78,22524,,REG-2,regular,no_priority,541.1657840960703,served,,,0
Week-01-Day-02,117,regular,no_priority,18,card,5068.203440312682,5068.203440312682,5146.190586691414,0.0,77.98714637873218,77.98714637873218,9,0,,,18,6225,,REG-5,regular,no_priority,2648.369471816399,served,,,0
Week-01-Day-02,119,deal_hunter,senior,17,card,5156.236063233089,5156.236063233089,5263.337102893963,0.0,107.10103966087398,107.10103966087354,9,0,,,17,4276,,REG-2,regular,senior,441.7587226076862,served,,,0
Week-01-Day-02,115,family_cart,no_priority,79,cash,5054.410569419684,5054.410569419684,5314.562679998891,0.0,260.152110579207,260.15211057920715,9,0,,,79,27101,,REG-1,regular,no_priority,56.43784193615146,served,,,0
Week-01-Day-02,120,regular,no_priority,24,card,5220.73660796199,5220.73660796199,5341.31973167425,0.0,120.58312371226017,120.5831237122602,9,0,,,24,6176,,REG-3,regular,no_priority,520.1656390422968,served,,,0
Week-01-Day-02,123,express_basket,no_priority,6,card,5386.64155061901,5386.64155061901,5444.140948676436,0.0,57.499398057426376,57.49939805742633,9,0,,,6,1891,,REG-3,regular,no_priority,125.1222483596312,served,,,0
Week-01-Day-02,127,regular,no_priority,19,card,5452.985716878327,5452.985716878327,5465.119590485202,0.0,12.133873606875023,12.133873606874658,9,0,,,19,8215,,REG-6,regular,no_priority,80.48874075823926,served,,,0
Week-01-Day-02,124,express_basket,no_priority,1,card,5412.567837600822,5412.567837600822,5477.025720841532,0.0,64.45788324071098,64.45788324071054,9,0,,,1,492,,REG-4,regular,no_priority,29.6221052652939,served,,,0
Week-01-Day-02,122,weekly_planner,no_priority,50,cash,5378.331729423277,5378.331729423277,5477.993600005123,0.0,99.6618705818464,99.66187058184642,9,0,,,50,12421,,REG-2,regular,no_priority,879.9572684431439,served,,,0
