source_folder,timestamp_s,event_type,customer_id,profile,priority,items,payment_method,lane_name,lane_type,effective_queue_length,queue_request_priority,patience_s,service_time_s,revenue_clp,profit_clp,reason
Week-01-Day-01,14.341088949644472,queue_request,1,deal_hunter,senior,23,cash,REG-1,regular,0,senior,107.14884100597514,0,0,0,
Week-01-Day-01,18.190155581203726,queue_request,2,self_checkout_fan,no_priority,4,card,REG-2,regular,0,no_priority,1460.066095060092,0,0,0,
Week-01-Day-01,18.190155581203726,service_start,2,self_checkout_fan,no_priority,4,card,REG-2,regular,1,no_priority,1460.066095060092,38.63911780869712,0,1787,
Week-01-Day-01,56.82927338990085,service_end,2,self_checkout_fan,no_priority,4,card,REG-2,regular,1,no_priority,1460.066095060092,38.63911780869712,0,1787,
Week-01-Day-01,88.23606270236633,queue_request,3,self_checkout_fan,no_priority,15,card,REG-2,regular,0,no_priority,620.733082929592,0,0,0,
Week-01-Day-01,120.3330213916779,queue_request,4,deal_hunter,no_priority,31,card,REG-3,regular,0,no_priority,576.4185325374842,0,0,0,
Week-01-Day-01,88.23606270236633,service_start,3,self_checkout_fan,no_priority,15,card,REG-2,regular,1,no_priority,620.733082929592,52.77984723772597,0,5010,
Week-01-Day-01,141.01590994009229,service_end,3,self_checkout_fan,no_priority,15,card,REG-2,regular,1,no_priority,620.733082929592,52.77984723772597,0,5010,
Week-01-Day-01,14.341088949644472,service_start,1,deal_hunter,senior,23,cash,REG-1,regular,1,senior,107.14884100597514,143.60852945947715,0,6256,
Week-01-Day-01,157.94961840912163,service_end,1,deal_hunter,senior,23,cash,REG-1,regular,1,senior,107.14884100597514,143.60852945947715,0,6256,
Week-01-Day-01,205.63770618476337,queue_request,5,deal_hunter,no_priority,14,card,REG-1,regular,0,no_priority,721.3180697212975,0,0,0,
Week-01-Day-01,239.4303955422438,queue_request,6,express_basket,no_priority,8,card,REG-2,regular,0,no_priority,322.5018086424217,0,0,0,
Week-01-Day-01,205.63770618476337,service_start,5,deal_hunter,no_priority,14,card,REG-1,regular,1,no_priority,721.3180697212975,61.89629820244251,0,2123,
