scenario,2026,2027,2028,2029,2030,score,segment
E 108,1.007390053254163,1.003369581962011,1.0234074670425568,1.011473291203472,1.0206754981695545,1.013234236512413,regular
E 109,1.0144518453341598,1.0312362542154352,1.0379071934932886,1.0522898758553396,1.0577523504939712,1.038612402673074,optimista
E 110,1.014857793668008,1.029097913772733,1.0455516446271678,1.0548114276217793,1.050311803527999,1.038819492522085,optimista
E 111,1.0235231577990116,1.022911927962342,1.0219499707845323,1.019898756660775,1.0259424665808283,1.0228433458212085,regular
E 112,1.0182821189073952,1.0203543190781046,1.038038264336277,1.0422100972606303,1.0509977372185737,1.033898508955339,optimista
E 113,0.9883893588447294,0.9989967009156526,1.0113816231535344,1.017748850076042,1.0276016786209374,1.00872903060605,regular
E 114,0.999743110007362,1.0083600231046053,1.0232949768288704,1.0117060693748323,1.0110203865431866,1.0107967339628217,regular
E 115,1.00504969038779,1.0035358777440266,1.01094137393733,1.0093185389045003,1.027812002407229,1.0112945547039287,regular
E 116,1.0084953037518176,0.9966075081111502,0.9977757106430342,1.0129871219602278,1.012502522590332,1.0056484767036304,regular
E 117,0.9967885182751416,1.0068817581898308,1.02401369588728,1.0269063208097204,1.017928304331028,1.01444161426113,regular
E 118,1.0081114558427873,1.0262898107527587,1.0488350216262905,1.053311164613848,1.062302248572108,1.039580458266916,optimista
E 119,1.000343021634348,1.0013800357733966,1.0027836778346844,1.0149357772556704,1.0173184907100308,1.0073261921000283,regular
E 120,1.0070801477532787,1.0037569721141588,1.0096310100339947,1.016703461195834,1.0252509066650153,1.012455516441346,regular
E 121,1.002856524466745,1.0094602627046751,1.0021708871923922,0.99853747797518,1.016392164773723,1.0058636145421667,regular
E 122,1.000161454387535,1.0041442067890978,1.0138951118073074,1.026866299826012,1.0267001532021816,1.014292820646947,regular
E 123,1.0132936776970305,1.020643663306588,1.0235391231887456,1.012933369860388,1.0250433644210732,1.0190779582018294,regular
E 124,0.9834775481293618,0.9779195038475376,0.9857206867378324,0.9994061515780864,1.020683890864407,0.9933240292055097,pesimista
E 125,0.9945125593467596,0.9825510060100672,0.975735612727922,0.9785650838444768,0.9679684065293688,0.9798276398430198,pesimista
E 126,0.996069710399926,0.9910246020611374,1.0135029147843362,1.0191122523354412,1.0324934274367796,1.0103263924698187,regular
E 127,1.0034601210130487,1.02652830604152,1.0215976519108347,1.0459415562837722,1.0411606123250614,1.0276263134403094,optimista
E 128,0.987025135787628,0.9762400064907716,0.9683457618555958,0.9767153076265184,0.9932445246654964,0.980274913829723,pesimista
E 129,1.0049985999783702,0.999241839144658,1.0078342505229594,1.01392717332912,1.0034831733552718,1.0058851749445765,regular
E 130,1.0145584687874147,1.0197295524548389,1.040618909262417,1.0496054425616392,1.0550474246245365,1.0357867973874086,optimista
E 131,1.001769530330876,0.9921684093244552,0.9930153728598732,0.9886884093457854,0.9950911487997384,0.9941371383705543,pesimista
E 132,1.0122216803598465,1.026553415195839,1.0180513254079149,1.0237503157087884,1.034267793701787,1.0229414627711073,regular
E 133,0.9975927658058656,0.9986230975975572,1.0025290870290158,0.9923453944948222,1.012120950953193,1.0006205794675374,pesimista
E 134,1.011110191673207,1.0059954311931243,0.9977903027751186,1.0188520066889708,1.0066131023137357,1.0080486488695517,regular
E 135,1.0084710774025665,1.004243736484699,0.9938237816340864,0.993100780136741,0.9798795115294237,0.9958538181432717,pesimista
E 136,1.0066999927275793,1.0218789701093411,1.0225964937599994,1.033321727751543,1.017250022536548,1.0203129978406487,regular
E 137,1.008600532381073,1.0153801530382378,1.0239481522365022,1.0402488773816645,1.0306925859526936,1.0237135402505027,regular
E 138,1.0143849658298056,1.0236972899324863,1.036433398355306,1.0343010098933303,1.0463482031953903,1.0309741773022636,optimista
E 139,1.0069035250158282,0.9934464593936072,1.0111046343413788,1.0084522638478897,1.0037714414143506,1.00471693324192,regular
E 140,1.0058919772726298,1.0089671882033455,1.0170795162040074,1.0090765388453773,1.0180320159295948,1.0117978869450732,regular
E 141,0.9960158232044596,1.000380347988596,1.013021472010941,1.0185973529299996,1.0110594708810137,1.007780282573428,regular
E 142,1.0135489582668034,1.0258567314370706,1.0359374674133448,1.0484410964928064,1.060259735521624,1.036678896964716,optimista
E 143,0.9964560569969162,1.0003130353478271,1.0151061370969583,1.0022122853141149,1.0143536775637374,1.005659435422022,regular
E 144,0.996387357427426,0.998447433700945,1.012075711133946,1.0175604728389278,1.029264286723051,1.0106731068157218,regular
E 145,1.0094815282870582,0.9994862836530124,1.0040909521358234,0.9952602736053796,0.9933621371935918,1.000318977543636,pesimista
E 146,0.9997792782334528,1.0175758770158156,1.017798229007267,1.0268685368297457,1.0266816712986098,1.0176926928151908,regular
E 147,1.0019976341567685,1.0122135249621194,1.0265987662941105,1.0408948499091353,1.0477207360383232,1.0257426031049817,regular
E 148,1.0132107819043,1.0049667741998205,1.00924191948228,1.0273186209089962,1.0378424041206913,1.0184428689909295,regular
E 149,1.0120994915258037,1.0184587646513008,1.022046257868328,1.014295050487918,1.0167670955124892,1.0167275687830504,regular
E 150,1.0086720555046205,1.015812684799953,1.0287128561096834,1.0278864230003897,1.0272959294242834,1.0216442546579723,regular
E 151,0.9942700178058992,0.9969879376777128,0.9976629374045748,1.0099259942354577,1.0106832945611617,1.0018819325143906,pesimista
E 152,0.991538704918324,1.0049111939154352,1.0038159630928916,1.0143956963786824,1.0197013848812275,1.0068258840222062,regular
E 153,0.9896071025842464,1.0099524198063026,1.020998680496053,1.020216910185322,1.028567798560678,1.0137780131449838,regular
E 154,1.0063876632433435,1.0134924396589653,1.0201355786457424,1.0375072395939218,1.0418475652038828,1.0237827455090442,regular
E 155,1.0199647420527136,1.0364113691507646,1.0426329113560089,1.0530939324107729,1.0562063793988516,1.0415807163411859,optimista
E 156,1.0145081339025608,1.016727576728595,1.028285293231589,1.0409089988508655,1.0365286774105578,1.027338512830134,optimista
E 157,1.0103187577441228,1.0196745493256771,1.0170136084893615,1.0376755379032967,1.03797109662684,1.02446876049223,regular
E 158,1.0159299086135822,1.0293411445281977,1.0394863802329604,1.0486002328859596,1.062665529283485,1.0390816731536958,optimista
E 159,0.986436261502456,0.9801472629667932,0.9909111669142056,0.9776238768851844,0.9806536530470056,0.9831425817899627,pesimista
E 160,1.0227312203192462,1.0177861715577423,1.0220599044755576,1.036688043080572,1.024700248672329,1.0247734576850207,regular
E 161,1.0026426759983031,0.9931731861768271,0.9983441561336492,0.9875518588339236,0.983586189130084,0.9930354601370943,pesimista
E 162,1.0032540791345004,1.0078616844561827,1.0074620694693492,1.0191125102054246,1.0322167911693505,1.013927086510615,regular
E 163,0.9979676060087432,0.996183381250034,1.003573859958281,1.011544114384784,1.02279693760695,1.0063657892533848,regular
E 164,1.0113730143017927,1.0056795482137575,1.0142322772456451,1.034901340709779,1.0470294467401466,1.0225233885736393,regular
E 165,1.0080768005399223,1.003825657597626,1.026692374464072,1.0086149980998746,1.0203745220148903,1.0134806360046216,regular
E 166,1.016583927995228,1.022722923553015,1.009444720734659,1.0011789033598997,1.0001408547304165,1.009976632388835,regular
E 167,1.0043910999181975,1.006386224073761,1.027263248914972,1.036906966340555,1.0340021656055327,1.0216969717408046,regular
E 168,1.0096226181801604,1.0184133985371762,1.030862463460351,1.0242928040572088,1.0225850037601802,1.021131065066628,regular
E 169,1.0142927642130706,1.0202923063849323,1.0134711224377977,1.007515847204666,1.0011289832714425,1.011319188809645,regular
E 170,0.9891067665604104,1.0058610448679703,1.003406020278005,0.9894082511363814,0.9884005473956432,0.9952066604602339,pesimista
E 171,0.9852221045362226,0.992858824347363,0.9921694065247822,1.0076148709526018,1.0243141845537258,1.000338645073446,pesimista
E 172,1.0124903585875846,1.003609574378944,1.0090337582282545,1.0031897832776586,1.010433031077916,1.007744426198996,regular
E 173,1.0039829262474802,1.0211171166933186,1.042013358819938,1.0650864771005748,1.080507538718395,1.042167602883331,optimista
E 174,1.003020763999213,1.0242640575510646,1.0450770260722324,1.0616467521450474,1.0733144561764636,1.0411551085082922,optimista
E 175,0.9973585679412498,1.005129526386451,1.007646273596508,1.0109418958522047,1.0086927930628238,1.0059428635824827,regular
E 176,1.004039774308326,0.9928495145970256,0.9863523458472138,0.9873743813599052,0.988493885986496,0.9918007990444468,pesimista
E 177,1.0172252488340148,1.0259100792598634,1.0402688786627616,1.0412200442980144,1.0537783679354658,1.0356017285139831,optimista
E 178,1.0076024870227054,1.015173744867494,1.0330992439245614,1.0250596711936732,1.0221696645708394,1.0205840045865298,regular
E 179,0.998287448480828,1.006792260335983,1.0040355292819845,1.0032874906281262,1.003406099812137,1.0031579952857252,pesimista
E 180,1.0230556722280668,1.0150061721550538,1.0227583312366926,1.041706011430097,1.0472915894960366,1.0298897896866799,optimista
E 181,1.015687496790985,1.0199839497139598,1.0205092211750664,1.033107590308309,1.0373804056400124,1.0252996144891782,regular
E 182,1.000183462170501,1.0154887944132278,1.0026430715456318,1.003144455231318,1.013060079298314,1.006885225143087,regular
E 183,1.012680654971614,1.0230845124740109,1.033753733086762,1.040881020573892,1.0521180337542289,1.0324126895232575,optimista
E 184,1.003647745000345,1.0157954245564562,1.0149629587733051,1.027188605025491,1.0410097187334195,1.0204425211570072,regular
E 185,0.9985113137127845,0.9824565459727952,1.001015312049649,1.0188943964049382,1.0204111221679495,1.0041585345319564,pesimista
E 186,0.9926877915080184,0.9901462146945736,0.9987721682665344,0.9846547112268228,0.9896926969913356,0.9911800554639658,pesimista
E 187,1.011373291194484,1.0272032758755452,1.0452447725455176,1.0364732180655245,1.060236635414278,1.0359751888118185,optimista
E 188,1.0031469182110924,1.0215129040913606,1.011167350731728,1.009705776593918,1.0097026992511895,1.0110298065841823,regular
E 189,0.9967093796882524,1.0059306663156846,1.0064587543166426,1.0024496533746536,1.0042081405328205,1.003145147170425,pesimista
E 190,1.0106391025558097,1.0200867748317604,1.012619171832088,1.0205478366648704,1.032202101839251,1.019190796245148,regular
E 191,1.0129404341924366,1.0196119307201486,1.037674158383151,1.0367877486019037,1.0242261701092437,1.0262025949254105,regular
E 192,1.0166780192589462,1.0015858602854568,1.0046921789396894,1.0202047189663674,1.0357047851937242,1.0157003222929097,regular
E 193,1.014776493702491,1.036574415405631,1.045893715657407,1.0510158577814117,1.049273486784774,1.0394205075332612,optimista
E 194,1.0196175665835103,1.0216237214046766,1.028905910143213,1.0191807366350327,1.0396640039556746,1.025769143428101,regular
E 195,0.9957881809549108,1.016005259213992,1.0089871448171543,1.024046253710158,1.011926534115971,1.011307953229614,regular
E 196,1.0102712550573132,1.0244442409885162,1.037622327551761,1.0534606333223744,1.06268269447758,1.0375224669425123,optimista
E 197,0.9828226693047242,0.9718241315775132,0.9589347496179608,0.9663052308644516,0.9560607188599572,0.9671422170841253,pesimista
E 198,1.0082039802678766,1.023909066003833,1.0189117318268928,1.0278022252466208,1.0341567172133022,1.0225591846738733,regular
E 199,1.005596906259312,1.0191483889295585,1.0241141648848535,1.026074032875855,1.040125531160808,1.0229510101284045,regular
E 200,1.0158133938614884,1.0164254405808126,1.021818344956423,1.025134875273227,1.0131020777287507,1.0184494413807683,regular
E 201,1.0101034910522937,1.019091128696631,1.0236254023947209,1.0463345131293036,1.0589611012963585,1.0314640625441234,optimista
E 202,1.00171016426228,1.006765854181452,1.0225435545306332,1.021325033545283,1.041426063286826,1.018659309560383,regular
E 203,1.003256726349516,1.0038328794049751,1.0124534331782191,1.0191235934373748,1.0147483740070138,1.0106639033074842,regular
E 204,0.9997380492184283,1.0088071770120612,1.0135997342191896,1.0178667794937186,1.0039198665090774,1.0087653872326439,regular
E 205,1.006341321613041,0.9946967649122056,0.9904980882585372,0.9966935038749956,0.990950489318944,0.9958195483307902,pesimista
E 206,1.0018451943987674,1.0219376427493794,1.0244707314657562,1.011636345189381,1.030846174201414,1.0180956262634873,regular
E 207,1.007125181392151,1.0115315570667418,1.0020603285599077,0.9926458311328872,1.0032456757513066,1.0033019951098636,pesimista
E 208,0.998736980314012,0.9833682084498778,0.9898566225414014,0.9857929320935436,1.0005958487793347,0.991646302501229,pesimista
E 209,0.996002937570601,1.010105559809043,0.9996031061235428,1.0018767384074343,1.0232787241081231,1.0061266279477008,regular
E 210,0.982355540150381,0.99337393450618,0.9953819078781418,0.992263263420496,0.9907638692029388,0.9908174690225722,pesimista
E 211,0.9889405150315388,0.9818574074587834,0.9968983599979973,1.0057796690503285,1.0169647367611463,0.9980117253003583,pesimista
E 212,1.0096693802724104,1.022407221669777,1.0305503788999733,1.0332239169526178,1.042928862104092,1.0276951138747301,optimista
E 213,1.022443432727114,1.017758667607114,1.0251066402504934,1.0360244740044608,1.0586396808001823,1.0318920485232448,optimista
E 214,0.9910896663169554,0.9985296186939217,1.0042305342069493,1.0122065585818731,0.9971267425481348,1.0006112157771405,pesimista
E 215,0.9875432437620144,0.9827931349555734,0.975576021229116,0.985364078049059,0.9867242437858644,0.983590613676589,pesimista
E 216,0.9962883798536906,1.014303181254414,1.0168673987723575,1.0248877149199225,1.026020008494793,1.0156167592282492,regular
E 217,0.992961555837041,0.98575810636355,0.9972937760411956,1.0067618363224209,1.0054119510468034,0.9976066547765268,pesimista
E 218,0.996153627313878,0.998953799910304,1.006796145985926,1.0110249605703017,1.0254600673333163,1.0076246419370343,regular
E 219,1.006589171975161,1.0290965864174788,1.0256861009555664,1.020672930788845,1.030360373789891,1.0224444491241986,regular
E 220,1.0068519674056768,1.0276730905275706,1.0343199066337525,1.0439452610649984,1.0412758245351366,1.0307273515768498,optimista
E 221,1.0025509280278817,1.0116715738470643,1.0196304150918498,1.0179582596444914,1.0287579564323772,1.0160764601474517,regular
E 222,1.0108092110535214,1.0250149031610425,1.0372991634973416,1.0593380460190531,1.0707826589797669,1.040418005650343,optimista
E 223,1.0129266183650656,1.0199128376027875,1.020914750556838,1.0250057055994068,1.0084982166584588,1.017434330664909,regular
E 224,1.0193399945948023,1.0251479890749349,1.0221035112453691,1.0392211897296202,1.051346994909064,1.0313615012159552,optimista
E 225,1.0153103586865044,1.0233303682606796,1.0416648525396892,1.0631815505612494,1.070616760374996,1.0425978666378293,optimista
E 226,1.0120624525802815,1.0080488672566967,1.0205957185513848,1.0169384733759517,1.0198241890204918,1.0154826917876385,regular
E 227,1.0153496557387347,1.0122486020583252,1.0208415972398734,1.0288406173816884,1.0253583669859645,1.0205093548557647,regular
E 228,1.0169860228997902,1.0260482221538327,1.0357370826820762,1.053388440311388,1.0646908061005789,1.039223279646129,optimista
E 229,1.0018803559462737,1.0150693427158828,1.0000612371690514,0.9972829668726446,0.991191364617314,1.0010662404257307,pesimista
E 230,0.9960778781243856,1.0037818279542348,1.007947873288505,1.0136952219754096,1.0132575387536056,1.0069307136324648,regular
E 231,1.0048977361629332,1.008516408325172,1.0022148479420063,1.0027775435977588,1.0182503919856167,1.0073142341337473,regular
E 232,0.9803582931760176,0.9844266727524796,1.0065041565045778,1.0092543307596558,1.0246180609426,1.0008967524410866,pesimista
