source_folder,timestamp_s,event_type,customer_id,profile,priority,items,payment_method,lane_name,lane_type,effective_queue_length,queue_request_priority,patience_s,service_time_s,revenue_clp,profit_clp,reason
Week-01-Day-05,424.30540766651757,queue_request,1,express_basket,no_priority,4,card,REG-1,regular,0,no_priority,61.87408246270038,0,0,0,
Week-01-Day-05,459.2828624037502,queue_request,2,family_cart,no_priority,92,cash,REG-2,regular,0,no_priority,1235.9364222289905,0,0,0,
Week-01-Day-05,424.30540766651757,service_start,1,express_basket,no_priority,4,card,REG-1,regular,1,no_priority,61.87408246270038,37.797585996035494,0,0,
Week-01-Day-05,462.10299366255305,service_end,1,express_basket,no_priority,4,card,REG-1,regular,1,no_priority,61.87408246270038,37.797585996035494,0,0,
Week-01-Day-05,463.5084968557603,queue_request,3,self_checkout_fan,no_priority,9,card,REG-1,regular,0,no_priority,3.4109630872323145,0,0,0,
Week-01-Day-05,463.5084968557603,service_start,3,self_checkout_fan,no_priority,9,card,REG-1,regular,1,no_priority,3.4109630872323145,55.11635872047516,0,2259,
Week-01-Day-05,518.6248555762355,service_end,3,self_checkout_fan,no_priority,9,card,REG-1,regular,1,no_priority,3.4109630872323145,55.11635872047516,0,2259,
Week-01-Day-05,594.6186206867023,queue_request,4,self_checkout_fan,no_priority,44,card,REG-1,regular,0,no_priority,802.9199625023041,0,0,0,
Week-01-Day-05,641.3996520591136,queue_request,5,regular,no_priority,56,cash,REG-3,regular,0,no_priority,420.6686403276172,0,0,0,
Week-01-Day-05,778.9386945760598,queue_request,6,express_basket,no_priority,7,card,REG-4,regular,0,no_priority,97.62351248576988,0,0,0,
Week-01-Day-05,594.6186206867023,service_start,4,self_checkout_fan,no_priority,44,card,REG-1,regular,1,no_priority,802.9199625023041,192.39210811903394,0,10842,
Week-01-Day-05,787.0107288057363,service_end,4,self_checkout_fan,no_priority,44,card,REG-1,regular,1,no_priority,802.9199625023041,192.39210811903394,0,10842,
Week-01-Day-05,778.9386945760598,service_start,6,express_basket,no_priority,7,card,REG-4,regular,1,no_priority,97.62351248576988,24.27690842578941,0,575,
Week-01-Day-05,803.2156030018492,service_end,6,express_basket,no_priority,7,card,REG-4,regular,1,no_priority,97.62351248576988,24.27690842578941,0,575,
Week-01-Day-05,459.2828624037502,service_start,2,family_cart,no_priority,92,cash,REG-2,regular,1,no_priority,1235.9364222289905,354.7225941351082,0,20434,
Week-01-Day-05,814.0054565388584,service_end,2,family_cart,no_priority,92,cash,REG-2,regular,1,no_priority,1235.9364222289905,354.7225941351082,0,20434,
Week-01-Day-05,824.1742874023475,queue_request,7,self_checkout_fan,no_priority,13,card,REG-1,regular,0,no_priority,423.04446282693215,0,0,0,
Week-01-Day-05,834.4707859285845,queue_request,8,regular,no_priority,27,card,REG-2,regular,0,no_priority,994.2786928634697,0,0,0,
Week-01-Day-05,641.3996520591136,service_start,5,regular,no_priority,56,cash,REG-3,regular,1,no_priority,420.6686403276172,265.64335040026543,0,9297,
Week-01-Day-05,907.0430024593791,service_end,5,regular,no_priority,56,cash,REG-3,regular,1,no_priority,420.6686403276172,265.64335040026543,0,9297,
Week-01-Day-05,824.1742874023475,service_start,7,self_checkout_fan,no_priority,13,card,REG-1,regular,1,no_priority,423.04446282693215,104.66613134098985,0,2150,
Week-01-Day-05,928.8404187433374,service_end,7,self_checkout_fan,no_priority,13,card,REG-1,regular,1,no_priority,423.04446282693215,104.66613134098985,0,2150,
Week-01-Day-05,982.0945627218134,queue_request,9,regular,senior,34,card,REG-1,regular,0,senior,95.60978246115239,0,0,0,
Week-01-Day-05,1050.330326149051,queue_request,10,family_cart,no_priority,111,cash,REG-3,regular,0,no_priority,511.25313592881304,0,0,0,
Week-01-Day-05,834.4707859285845,service_start,8,regular,no_priority,27,card,REG-2,regular,1,no_priority,994.2786928634697,231.18013197045425,0,4288,
Week-01-Day-05,1065.6509178990389,service_end,8,regular,no_priority,27,card,REG-2,regular,1,no_priority,994.2786928634697,231.18013197045425,0,4288,
Week-01-Day-05,1099.3884211953373,queue_request,11,express_basket,no_priority,1,card,REG-2,regular,0,no_priority,283.6249323599207,0,0,0,
Week-01-Day-05,982.0945627218134,service_start,9,regular,senior,34,card,REG-1,regular,1,senior,95.60978246115239,146.22617302639264,0,7447,
Week-01-Day-05,1128.320735748206,service_end,9,regular,senior,34,card,REG-1,regular,1,senior,95.60978246115239,146.22617302639264,0,7447,
Week-01-Day-05,1099.3884211953373,service_start,11,express_basket,no_priority,1,card,REG-2,regular,1,no_priority,283.6249323599207,53.29318362352575,0,215,
Week-01-Day-05,1152.681604818863,service_end,11,express_basket,no_priority,1,card,REG-2,regular,1,no_priority,283.6249323599207,53.29318362352575,0,215,
Week-01-Day-05,1374.9976528455736,queue_request,12,family_cart,no_priority,83,cash,REG-1,regular,0,no_priority,42.69441188422359,0,0,0,
Week-01-Day-05,1050.330326149051,service_start,10,family_cart,no_priority,111,cash,REG-3,regular,1,no_priority,511.25313592881304,437.65159440195555,0,20892,
Week-01-Day-05,1487.9819205510066,service_end,10,family_cart,no_priority,111,cash,REG-3,regular,1,no_priority,511.25313592881304,437.65159440195555,0,20892,
Week-01-Day-05,1492.3752577099476,queue_request,13,express_basket,senior,14,card,REG-2,regular,0,senior,39.66001336256567,0,0,0,
Week-01-Day-05,1492.3752577099476,service_start,13,express_basket,senior,14,card,REG-2,regular,1,senior,39.66001336256567,82.45678040560529,0,4304,
Week-01-Day-05,1574.832038115553,service_end,13,express_basket,senior,14,card,REG-2,regular,1,senior,39.66001336256567,82.45678040560529,0,4304,
Week-01-Day-05,1585.4945393380185,queue_request,14,self_checkout_fan,no_priority,11,card,REG-2,regular,0,no_priority,470.5233813465991,0,0,0,
Week-01-Day-05,1374.9976528455736,service_start,12,family_cart,no_priority,83,cash,REG-1,regular,1,no_priority,42.69441188422359,252.0124654537746,0,14803,
Week-01-Day-05,1627.0101182993483,service_end,12,family_cart,no_priority,83,cash,REG-1,regular,1,no_priority,42.69441188422359,252.0124654537746,0,14803,
Week-01-Day-05,1585.4945393380185,service_start,14,self_checkout_fan,no_priority,11,card,REG-2,regular,1,no_priority,470.5233813465991,76.04527856192082,0,2260,
Week-01-Day-05,1661.5398178999394,service_end,14,self_checkout_fan,no_priority,11,card,REG-2,regular,1,no_priority,470.5233813465991,76.04527856192082,0,2260,
Week-01-Day-05,1843.6695457582937,queue_request,15,regular,no_priority,40,card,REG-1,regular,0,no_priority,623.0516417876906,0,0,0,
Week-01-Day-05,1863.8187218660278,queue_request,16,regular,no_priority,8,card,REG-2,regular,0,no_priority,17.92453701762063,0,0,0,
Week-01-Day-05,1939.5815750498223,queue_request,17,regular,no_priority,39,card,REG-3,regular,0,no_priority,343.5521960979208,0,0,0,
Week-01-Day-05,1941.4703335966478,queue_request,18,weekly_planner,no_priority,35,cash,REG-4,regular,0,no_priority,80.38755474565993,0,0,0,
Week-01-Day-05,1843.6695457582937,service_start,15,regular,no_priority,40,card,REG-1,regular,1,no_priority,623.0516417876906,107.38591127015214,0,7460,
Week-01-Day-05,1951.0554570284457,service_end,15,regular,no_priority,40,card,REG-1,regular,1,no_priority,623.0516417876906,107.38591127015214,0,7460,
Week-01-Day-05,1863.8187218660278,service_start,16,regular,no_priority,8,card,REG-2,regular,1,no_priority,17.92453701762063,89.01338357448175,0,154,
Week-01-Day-05,1952.8321054405096,service_end,16,regular,no_priority,8,card,REG-2,regular,1,no_priority,17.92453701762063,89.01338357448175,0,154,
Week-01-Day-05,2002.688164302439,queue_request,19,regular,no_priority,9,card,REG-1,regular,0,no_priority,1425.6924015824059,0,0,0,
