year,segment,day_type,demand_factor,regular,express,priority,self_checkout,total_lanes,profit_mean,profit_std,objetivo_mean,objetivo_std,infra_cost_clp,objective_minus_profit_gap,n_rep,base_profit_mean,base_profit_std,base_objetivo_mean,base_objetivo_std,base_n_rep,objetivo_delta_vs_base,profit_delta_vs_base,year_num
2025,base,TYPE_1,1.0,11,3,2,5,21,4302121304.0,37023152.22613234,3764371704.0,37023152.22613234,537749600.0,0.0,2,4302121304.0,37023152.22613234,3764371704.0,37023152.22613234,2,0.0,0.0,2025
2025,base,TYPE_2,1.0,11,3,2,5,21,3001827536.5,23866647.79494985,2464077936.5,23866647.79494985,537749600.0,0.0,2,3001827536.5,23866647.79494985,2464077936.5,23866647.79494985,2,0.0,0.0,2025
2025,base,TYPE_3,1.0,16,3,2,5,26,2127489604.5,8082710.634466664,1452545004.5,8082710.634466664,674944600.0,0.0,2,2127489604.5,8082710.634466664,1452545004.5,8082710.634466664,2,0.0,0.0,2025
2026,optimista,TYPE_1,1.01256711294606,11,2,2,5,20,4347425489.333333,45918403.24696952,3837217089.3333335,45918403.24696953,510208400.0,4.76837158203125e-07,3,0.0,0.0,-inf,0.0,0,inf,4347425489.333333,2026
2026,optimista,TYPE_2,1.01256711294606,11,2,2,5,20,3005924133.3333335,15240462.143683877,2495715733.3333335,15240462.143683877,510208400.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,3005924133.3333335,2026
2026,optimista,TYPE_3,1.01256711294606,16,3,3,5,27,2189751217.3333335,38833645.4507563,1486345617.3333333,38833645.450756304,703405600.0,-2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2189751217.3333335,2026
2026,pesimista,TYPE_1,0.9958267130191806,11,2,2,5,20,4347425489.333333,45918403.24696952,3837217089.3333335,45918403.24696953,510208400.0,4.76837158203125e-07,3,0.0,0.0,-inf,0.0,0,inf,4347425489.333333,2026
2026,pesimista,TYPE_2,0.9958267130191806,11,2,2,5,20,3005924133.3333335,15240462.143683877,2495715733.3333335,15240462.143683877,510208400.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,3005924133.3333335,2026
2026,pesimista,TYPE_3,0.9958267130191806,16,3,3,5,27,2189751217.3333335,38833645.4507563,1486345617.3333333,38833645.450756304,703405600.0,-2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2189751217.3333335,2026
2026,regular,TYPE_1,1.0055919790741517,11,2,2,5,20,4347425489.333333,45918403.24696952,3837217089.3333335,45918403.24696953,510208400.0,4.76837158203125e-07,3,0.0,0.0,-inf,0.0,0,inf,4347425489.333333,2026
2026,regular,TYPE_2,1.0055919790741517,11,2,2,5,20,3005924133.3333335,15240462.143683877,2495715733.3333335,15240462.143683877,510208400.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,3005924133.3333335,2026
2026,regular,TYPE_3,1.0055919790741517,16,3,3,5,27,2189751217.3333335,38833645.4507563,1486345617.3333333,38833645.450756304,703405600.0,-2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2189751217.3333335,2026
2027,optimista,TYPE_1,1.0252946702967407,11,1,2,5,19,4311980174.666667,27831083.86943903,3829312974.6666665,27831083.86943903,482667200.0,-4.76837158203125e-07,3,0.0,0.0,-inf,0.0,0,inf,4311980174.666667,2027
2027,optimista,TYPE_2,1.0252946702967407,11,1,2,5,19,2998566514.6666665,1164257.9623044601,2515899314.6666665,1164257.9623044601,482667200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,2998566514.6666665,2027
2027,optimista,TYPE_3,1.0252946702967407,16,3,3,5,27,2212216222.6666665,18841196.141374182,1508810622.6666667,18841196.141374182,703405600.0,2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2212216222.6666665,2027
2027,pesimista,TYPE_1,0.9950799377508609,11,1,2,5,19,4311980174.666667,27831083.86943903,3829312974.6666665,27831083.86943903,482667200.0,-4.76837158203125e-07,3,0.0,0.0,-inf,0.0,0,inf,4311980174.666667,2027
2027,pesimista,TYPE_2,0.9950799377508609,11,1,2,5,19,2998566514.6666665,1164257.9623044601,2515899314.6666665,1164257.9623044601,482667200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,2998566514.6666665,2027
2027,pesimista,TYPE_3,0.9950799377508609,16,3,3,5,27,2212216222.6666665,18841196.141374182,1508810622.6666667,18841196.141374182,703405600.0,2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2212216222.6666665,2027
2027,regular,TYPE_1,1.0104340420447726,11,1,2,5,19,4311980174.666667,27831083.86943903,3829312974.6666665,27831083.86943903,482667200.0,-4.76837158203125e-07,3,0.0,0.0,-inf,0.0,0,inf,4311980174.666667,2027
2027,regular,TYPE_2,1.0104340420447726,11,1,2,5,19,2998566514.6666665,1164257.9623044601,2515899314.6666665,1164257.9623044601,482667200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,2998566514.6666665,2027
2027,regular,TYPE_3,1.0104340420447726,16,3,3,5,27,2212216222.6666665,18841196.141374182,1508810622.6666667,18841196.141374182,703405600.0,2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2212216222.6666665,2027
2028,optimista,TYPE_1,1.0361424185725239,11,1,3,5,20,4389285610.666667,16150486.392415224,3878157410.6666665,16150486.392415224,511128200.0,-4.76837158203125e-07,3,0.0,0.0,-inf,0.0,0,inf,4389285610.666667,2028
2028,optimista,TYPE_2,1.0361424185725239,12,1,2,5,20,3095438458.6666665,15442628.539808284,2585332258.6666665,15442628.539808284,510106200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,3095438458.6666665,2028
2028,optimista,TYPE_3,1.0361424185725239,16,3,3,5,27,2212216222.6666665,18841196.141374182,1508810622.6666667,18841196.141374182,703405600.0,2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2212216222.6666665,2028
2028,pesimista,TYPE_1,0.9948514049827984,11,1,3,5,20,4389285610.666667,16150486.392415224,3878157410.6666665,16150486.392415224,511128200.0,-4.76837158203125e-07,3,0.0,0.0,-inf,0.0,0,inf,4389285610.666667,2028
2028,pesimista,TYPE_2,0.9948514049827984,12,1,2,5,20,3095438458.6666665,15442628.539808284,2585332258.6666665,15442628.539808284,510106200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,3095438458.6666665,2028
2028,pesimista,TYPE_3,0.9948514049827984,16,3,3,5,27,2212216222.6666665,18841196.141374182,1508810622.6666667,18841196.141374182,703405600.0,2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2212216222.6666665,2028
2028,regular,TYPE_1,1.016023295833351,11,1,3,5,20,4389285610.666667,16150486.392415224,3878157410.6666665,16150486.392415224,511128200.0,-4.76837158203125e-07,3,0.0,0.0,-inf,0.0,0,inf,4389285610.666667,2028
2028,regular,TYPE_2,1.016023295833351,12,1,2,5,20,3095438458.6666665,15442628.539808284,2585332258.6666665,15442628.539808284,510106200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,3095438458.6666665,2028
2028,regular,TYPE_3,1.016023295833351,16,3,3,5,27,2212216222.6666665,18841196.141374182,1508810622.6666667,18841196.141374182,703405600.0,2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2212216222.6666665,2028
2029,optimista,TYPE_1,1.0463799499804394,12,1,3,5,21,4481994868.0,31361991.16217438,3943427668.0,31361991.16217438,538567200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,4481994868.0,2029
2029,optimista,TYPE_2,1.0463799499804394,12,1,2,5,20,3109347488.0,37432292.41938441,2599241288.0,37432292.41938441,510106200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,3109347488.0,2029
2029,optimista,TYPE_3,1.0463799499804394,16,3,3,5,27,2212216222.6666665,18841196.141374182,1508810622.6666667,18841196.141374182,703405600.0,2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2212216222.6666665,2029
2029,pesimista,TYPE_1,0.9957858708327407,12,1,3,5,21,4481994868.0,31361991.16217438,3943427668.0,31361991.16217438,538567200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,4481994868.0,2029
2029,pesimista,TYPE_2,0.9957858708327407,12,1,2,5,20,3109347488.0,37432292.41938441,2599241288.0,37432292.41938441,510106200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,3109347488.0,2029
2029,pesimista,TYPE_3,0.9957858708327407,16,3,3,5,27,2212216222.6666665,18841196.141374182,1508810622.6666667,18841196.141374182,703405600.0,2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2212216222.6666665,2029
2029,regular,TYPE_1,1.0213195738862437,12,1,3,5,21,4481994868.0,31361991.16217438,3943427668.0,31361991.16217438,538567200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,4481994868.0,2029
2029,regular,TYPE_2,1.0213195738862437,12,1,2,5,20,3109347488.0,37432292.41938441,2599241288.0,37432292.41938441,510106200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,3109347488.0,2029
2029,regular,TYPE_3,1.0213195738862437,16,3,3,5,27,2212216222.6666665,18841196.141374182,1508810622.6666667,18841196.141374182,703405600.0,2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2212216222.6666665,2029
2030,optimista,TYPE_1,1.0543545112805441,12,1,4,5,22,4582759584.0,42474825.23770729,4015731384.0,42474825.23770729,567028200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,4582759584.0,2030
2030,optimista,TYPE_2,1.0543545112805441,12,1,2,5,20,3109347488.0,37432292.41938441,2599241288.0,37432292.41938441,510106200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,3109347488.0,2030
2030,optimista,TYPE_3,1.0543545112805441,16,3,3,5,27,2212216222.6666665,18841196.141374182,1508810622.6666667,18841196.141374182,703405600.0,2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2212216222.6666665,2030
2030,pesimista,TYPE_1,0.9990120258329964,12,1,4,5,22,4582759584.0,42474825.23770729,4015731384.0,42474825.23770729,567028200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,4582759584.0,2030
2030,pesimista,TYPE_2,0.9990120258329964,12,1,2,5,20,3109347488.0,37432292.41938441,2599241288.0,37432292.41938441,510106200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,3109347488.0,2030
2030,pesimista,TYPE_3,0.9990120258329964,16,3,3,5,27,2212216222.6666665,18841196.141374182,1508810622.6666667,18841196.141374182,703405600.0,2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2212216222.6666665,2030
2030,regular,TYPE_1,1.026488431886469,12,1,4,5,22,4582759584.0,42474825.23770729,4015731384.0,42474825.23770729,567028200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,4582759584.0,2030
2030,regular,TYPE_2,1.026488431886469,12,1,2,5,20,3109347488.0,37432292.41938441,2599241288.0,37432292.41938441,510106200.0,0.0,3,0.0,0.0,-inf,0.0,0,inf,3109347488.0,2030
2030,regular,TYPE_3,1.026488431886469,16,3,3,5,27,2212216222.6666665,18841196.141374182,1508810622.6666667,18841196.141374182,703405600.0,2.384185791015625e-07,3,0.0,0.0,-inf,0.0,0,inf,2212216222.6666665,2030
