source_folder,customer_id,profile,priority,items,payment_method,arrival_time_s,service_start_s,service_end_s,wait_time_s,service_time_s,total_time_s,arrival_hour,total_revenue_clp,cart_categories,cart_category_revenue_clp,cart_items,total_profit_clp,cart_category_profit_clp,lane_name,lane_type,queue_request_priority,patience_s,outcome,balk_reason,abandon_reason,effective_queue_length
Week-01-Day-04,2,express_basket,reduced_mobility,10,card,125.40340940237729,125.40340940237729,236.31046646041364,0.0,110.90705705803633,110.90705705803634,8,0,,,10,3622,,REG-2,regular,reduced_mobility,841.0412763435019,served,,,0
Week-01-Day-04,6,express_basket,no_priority,3,card,218.28635767614833,218.28635767614833,248.0868931285078,0.0,29.800535452359476,29.80053545235947,8,0,,,3,0,,REG-6,regular,no_priority,39.614600761019204,served,,,0
Week-01-Day-04,7,express_basket,no_priority,4,card,272.36183158474887,272.36183158474887,296.70031678121177,0.0,24.33848519646287,24.338485196462898,8,0,,,4,2416,,REG-2,regular,no_priority,155.63906580369732,served,,,0
Week-01-Day-04,3,weekly_planner,no_priority,65,card,154.41304382392264,154.41304382392264,440.89796766687255,0.0,286.4849238429499,286.4849238429499,8,0,,,65,21717,,REG-3,regular,no_priority,205.42925304871244,served,,,0
Week-01-Day-04,8,regular,no_priority,19,card,349.9916518130485,349.9916518130485,450.72327077621924,0.0,100.7316189631707,100.73161896317072,8,0,,,19,4671,,REG-2,regular,no_priority,884.4614098516222,served,,,0
Week-01-Day-04,1,family_cart,pregnant,106,card,56.369829461018526,56.369829461018526,469.978193265362,0.0,413.60836380434347,413.60836380434347,8,0,,,106,32495,,REG-1,regular,pregnant,148.69524372198467,served,,,0
Week-01-Day-04,9,weekly_planner,no_priority,19,card,394.56327934252477,394.56327934252477,496.95432461226255,0.0,102.39104526973777,102.39104526973779,8,0,,,19,9404,,REG-6,regular,no_priority,68.50400606158954,served,,,0
Week-01-Day-04,4,family_cart,no_priority,130,card,174.10585988110324,174.10585988110324,603.2748342690276,0.0,429.1689743879243,429.1689743879243,8,0,,,130,41074,,REG-4,regular,no_priority,123.45144563516493,served,,,0
Week-01-Day-04,10,regular,no_priority,42,card,507.701252616258,507.701252616258,725.0261763190695,0.0,217.32492370281145,217.32492370281147,8,0,,,42,12243,,REG-1,regular,no_priority,151.73661968597665,served,,,0
Week-01-Day-04,5,family_cart,no_priority,74,card,197.8414695081119,197.8414695081119,732.309123423721,0.0,534.467653915609,534.467653915609,8,0,,,74,20124,,REG-5,regular,no_priority,864.4133795643795,served,,,0
Week-01-Day-04,11,weekly_planner,pregnant,57,card,565.3445137126619,565.3445137126619,796.2945906486955,0.0,230.95007693603367,230.9500769360336,8,0,,,57,19810,,REG-2,regular,pregnant,604.2099573651279,served,,,0
Week-01-Day-04,12,regular,no_priority,25,cash,776.5154713843694,776.5154713843694,863.8905270867535,0.0,87.37505570238415,87.37505570238409,8,0,,,25,7325,,REG-1,regular,no_priority,72.46284068394304,served,,,0
Week-01-Day-04,14,express_basket,no_priority,4,card,811.1961731174742,811.1961731174742,916.5334539138298,0.0,105.33728079635554,105.33728079635557,8,0,,,4,1335,,REG-2,regular,no_priority,508.89606682974005,served,,,0
Week-01-Day-04,13,regular,no_priority,36,card,787.6988191991913,787.6988191991913,977.5971707577786,0.0,189.89835155858725,189.89835155858725,8,0,,,36,5904,,REG-3,regular,no_priority,79.94203401682418,served,,,0
Week-01-Day-04,15,express_basket,no_priority,5,card,1131.8223063447585,1131.8223063447585,1176.7505327918686,0.0,44.9282264471101,44.92822644711009,8,0,,,5,897,,REG-1,regular,no_priority,56.565940892567546,served,,,0
Week-01-Day-04,16,regular,no_priority,11,card,1186.4783913917818,1186.4783913917818,1221.9175792697533,0.0,35.43918787797162,35.43918787797156,8,0,,,11,1620,,REG-1,regular,no_priority,1609.2028789898286,served,,,0
Week-01-Day-04,17,regular,no_priority,42,cash,1196.7203888304794,1196.7203888304794,1352.500704854811,0.0,155.78031602433154,155.78031602433157,8,0,,,42,14600,,REG-2,regular,no_priority,377.8499160331738,served,,,0
Week-01-Day-04,21,regular,senior,16,card,1384.0159938158868,1384.0159938158868,1397.4808975151789,0.0,13.46490369929205,13.464903699292108,8,0,,,16,1737,,REG-4,regular,senior,73.958362044475,served,,,0
Week-01-Day-04,19,express_basket,no_priority,2,cash,1349.97567647904,1349.97567647904,1413.2870300591007,0.0,63.31135358006088,63.31135358006077,8,0,,,2,291,,REG-3,regular,no_priority,934.3059063343647,served,,,0
Week-01-Day-04,18,weekly_planner,no_priority,63,card,1262.7699106497093,1262.7699106497093,1494.9548482119037,0.0,232.18493756219445,232.18493756219436,8,0,,,63,17905,,REG-1,regular,no_priority,110.76159872577837,served,,,0
Week-01-Day-04,22,regular,no_priority,38,card,1435.3921010105441,1435.3921010105441,1561.7828962539597,0.0,126.39079524341571,126.3907952434156,8,0,,,38,10471,,REG-3,regular,no_priority,741.9998655186366,served,,,0
Week-01-Day-04,20,weekly_planner,no_priority,66,card,1356.0743297115587,1356.0743297115587,1614.2443691116273,0.0,258.1700394000685,258.1700394000686,8,0,,,66,16513,,REG-2,regular,no_priority,154.72451358967527,served,,,0
