source_folder,timestamp_s,event_type,customer_id,profile,priority,items,payment_method,lane_name,lane_type,effective_queue_length,queue_request_priority,patience_s,service_time_s,revenue_clp,profit_clp,reason
Week-01-Day-04,14.061213304499688,queue_request,1,express_basket,pregnant,13,card,REG-1,regular,0,pregnant,614.19381596149,0,0,0,
Week-01-Day-04,48.3974362643894,queue_request,2,deal_hunter,no_priority,17,cash,REG-2,regular,0,no_priority,678.9624366088682,0,0,0,
Week-01-Day-04,75.59565403225133,queue_request,3,express_basket,no_priority,2,card,REG-3,regular,0,no_priority,196.53393711037438,0,0,0,
Week-01-Day-04,14.061213304499688,service_start,1,express_basket,pregnant,13,card,REG-1,regular,1,pregnant,614.19381596149,66.4359746760945,0,3751,
Week-01-Day-04,80.49718798059419,service_end,1,express_basket,pregnant,13,card,REG-1,regular,1,pregnant,614.19381596149,66.4359746760945,0,3751,
Week-01-Day-04,75.59565403225133,service_start,3,express_basket,no_priority,2,card,REG-3,regular,1,no_priority,196.53393711037438,39.79950624163803,0,1902,
Week-01-Day-04,115.39516027388936,service_end,3,express_basket,no_priority,2,card,REG-3,regular,1,no_priority,196.53393711037438,39.79950624163803,0,1902,
Week-01-Day-04,136.1332310792277,queue_request,4,express_basket,no_priority,4,card,REG-1,regular,0,no_priority,560.8875377873176,0,0,0,
Week-01-Day-04,137.79285361769507,queue_request,5,express_basket,no_priority,4,card,REG-3,regular,0,no_priority,20.206189615822137,0,0,0,
Week-01-Day-04,143.2601112134107,queue_request,6,regular,no_priority,25,card,REG-4,regular,0,no_priority,645.3528063824783,0,0,0,
Week-01-Day-04,182.00315470624992,queue_request,7,express_basket,no_priority,15,card,REG-5,regular,0,no_priority,337.87292708545556,0,0,0,
Week-01-Day-04,48.3974362643894,service_start,2,deal_hunter,no_priority,17,cash,REG-2,regular,1,no_priority,678.9624366088682,138.77191947918791,0,3663,
Week-01-Day-04,187.1693557435773,service_end,2,deal_hunter,no_priority,17,cash,REG-2,regular,1,no_priority,678.9624366088682,138.77191947918791,0,3663,
Week-01-Day-04,137.79285361769507,service_start,5,express_basket,no_priority,4,card,REG-3,regular,1,no_priority,20.206189615822137,58.08762412132633,0,1598,
Week-01-Day-04,195.8804777390214,service_end,5,express_basket,no_priority,4,card,REG-3,regular,1,no_priority,20.206189615822137,58.08762412132633,0,1598,
Week-01-Day-04,202.86051325242443,queue_request,8,family_cart,no_priority,81,cash,REG-2,regular,0,no_priority,484.1488758392605,0,0,0,
Week-01-Day-04,136.1332310792277,service_start,4,express_basket,no_priority,4,card,REG-1,regular,1,no_priority,560.8875377873176,70.49773597884406,0,1176,
Week-01-Day-04,206.63096705807175,service_end,4,express_basket,no_priority,4,card,REG-1,regular,1,no_priority,560.8875377873176,70.49773597884406,0,1176,
Week-01-Day-04,143.2601112134107,service_start,6,regular,no_priority,25,card,REG-4,regular,1,no_priority,645.3528063824783,66.82465083930546,0,6201,
Week-01-Day-04,210.08476205271617,service_end,6,regular,no_priority,25,card,REG-4,regular,1,no_priority,645.3528063824783,66.82465083930546,0,6201,
Week-01-Day-04,236.39655536863575,queue_request,9,weekly_planner,no_priority,19,cash,REG-1,regular,0,no_priority,362.7299349230798,0,0,0,
Week-01-Day-04,265.41284088158136,queue_request,10,regular,no_priority,27,card,REG-3,regular,0,no_priority,432.388453332957,0,0,0,
Week-01-Day-04,236.39655536863575,service_start,9,weekly_planner,no_priority,19,cash,REG-1,regular,1,no_priority,362.7299349230798,56.88945640094689,0,2726,
Week-01-Day-04,293.2860117695826,service_end,9,weekly_planner,no_priority,19,cash,REG-1,regular,1,no_priority,362.7299349230798,56.88945640094689,0,2726,
Week-01-Day-04,182.00315470624992,service_start,7,express_basket,no_priority,15,card,REG-5,regular,1,no_priority,337.87292708545556,128.77086892081348,0,3478,
Week-01-Day-04,310.7740236270634,service_end,7,express_basket,no_priority,15,card,REG-5,regular,1,no_priority,337.87292708545556,128.77086892081348,0,3478,
Week-01-Day-04,265.41284088158136,service_start,10,regular,no_priority,27,card,REG-3,regular,1,no_priority,432.388453332957,53.553561511094045,0,12459,
Week-01-Day-04,318.9664023926754,service_end,10,regular,no_priority,27,card,REG-3,regular,1,no_priority,432.388453332957,53.553561511094045,0,12459,
Week-01-Day-04,428.7693897017525,queue_request,11,family_cart,no_priority,126,card,REG-1,regular,0,no_priority,256.583051611179,0,0,0,
Week-01-Day-04,431.97529163579384,queue_request,12,weekly_planner,no_priority,132,card,REG-3,regular,0,no_priority,107.95654632669205,0,0,0,
Week-01-Day-04,202.86051325242443,service_start,8,family_cart,no_priority,81,cash,REG-2,regular,1,no_priority,484.1488758392605,280.6792507152337,0,21642,
Week-01-Day-04,483.53976396765813,service_end,8,family_cart,no_priority,81,cash,REG-2,regular,1,no_priority,484.1488758392605,280.6792507152337,0,21642,
Week-01-Day-04,494.0032435223293,queue_request,13,express_basket,no_priority,3,card,REG-2,regular,0,no_priority,82.01926398152317,0,0,0,
Week-01-Day-04,520.5124142032801,queue_request,14,family_cart,no_priority,85,cash,REG-4,regular,0,no_priority,2018.1911307349972,0,0,0,
